Date;Internal_Number;ISIN;SEDOL;RIC;Instrument_Name;Country;Segment;Size
6/18/2012;MY235U;MYL2003OO001;6497628;KULM.KL;KULIM (MALAYSIA);MY;Emerging;SMALL
6/18/2012;IN01SY;INE437A01024;6273583;APLH.NS;Apollo Hospitals;IN;Emerging;SMALL
6/18/2012;CL02HG;CL0000000449;B031CM5;SAL.SN;SalfaCorp;CL;Emerging;SMALL
6/18/2012;MY240Q;MYL3859OO005;6609627;MLPM.KL;MULTI-PURPOSE HOLDINGS;MY;Emerging;SMALL
6/18/2012;MY207T;MYL5031OO009;6336538;TCOM.KL;TIME DOTCOM;MY;Emerging;SMALL
6/18/2012;TW08NK;TW0009917005;6877811;9917.TW;Taiwan Secom;TW;Emerging;SMALL
6/18/2012;ZA00W5;ZAE000058723;6267780;DRDJ.J;DRD GOLD;ZA;Emerging;SMALL
6/18/2012;TW11SJ;TW0003022000;6343798;3022.TW;ICP ELEC;TW;Emerging;SMALL
6/18/2012;EV007;RU000A0JP7J7;B59Q6G1;PIKK.MM;PIK GRP;RU;Emerging;SMALL
6/18/2012;KR06J0;KR7085660009;B0TLGZ0;085660.KQ;Chabio&Diostech;KR;Emerging;SMALL
6/18/2012;KR037L;KR7006650006;6166672;006650.KS;Korea Pet;KR;Emerging;SMALL
6/18/2012;TW063Y;TW0003061008;6602392;3061.TW;FOREPI;TW;Emerging;SMALL
6/18/2012;KR06FW;KR7079160008;B04S946;079160.KS;CJ CGV;KR;Emerging;SMALL
6/18/2012;IN0B2I;INE226A01021;B1FCQX2;VOLT.NS;Voltas Ltd;IN;Emerging;SMALL
6/18/2012;MY22SG;MYL4405OO006;6871125;TNCS.KL;TAN CHONG MOTOR HOLDINGS;MY;Emerging;SMALL
6/18/2012;MX10H1;MX01GF010008;B15F749;GFAMSAA.MX;GRUPO FAMSA 'A';MX;Emerging;SMALL
6/18/2012;ZA21AM;ZAE000093779;6061001;SNTJ.J;SANTAM;ZA;Emerging;SMALL
6/18/2012;KR10MY;KR7004710000;6495451;004710.KS;HANSOL TECHNICS;KR;Emerging;SMALL
6/18/2012;TW027Y;TW0002027000;6873109;2027.TW;Ta Chen;TW;Emerging;SMALL
6/18/2012;TW1FY3;TW0008044009;B05DVL1;8044.TWO;PCHOME ONLINE;TW;Emerging;SMALL
6/18/2012;BR12RW;BRTCSAACNOR3;B1N9YM0;TCSA3.SA;TECNISA ON;BR;Emerging;SMALL
6/18/2012;IN04X6;INE251H01024;B0XXJX1;GVKP.NS;GVK Power;IN;Emerging;SMALL
6/18/2012;TW122U;TW0009925008;6792635;9925.TW;TW Shin Kong Sec;TW;Emerging;SMALL
6/18/2012;TW0481;TW0002511003;6703165;2511.TW;Prince Hsg Dev;TW;Emerging;SMALL
6/18/2012;MY208U;MYL7113OO003;B05L892;TPGC.KL;TOP GLOVE;MY;Emerging;SMALL
6/18/2012;MX01BV;MX01BM1B0000;B39VVF6;BOLSAA.MX;BOLSA MEXICANA DE VALORES;MX;Emerging;SMALL
6/18/2012;MY212P;MYL5215OO008;6303316;IJML.KL;IJM LAND;MY;Emerging;SMALL
6/18/2012;KR03V9;KR7011810009;6743310;011810.KS;STX  Corporation;KR;Emerging;SMALL
6/18/2012;TW03SK;TW0002441003;6293989;2441.TW;Greatek Eltrs;TW;Emerging;SMALL
6/18/2012;585936;TRAISGYO91Q3;B03MTW7;ISGYO.IS;IS GMYO;TR;Emerging;SMALL
6/18/2012;KR075N;KR7108670001;B55SJJ5;108670.KS;LG Hausys;KR;Emerging;SMALL
6/18/2012;TW07TP;TW0006120009;6426246;6120.TW;Forhouse;TW;Emerging;SMALL
6/18/2012;CN1HZG;CNE100000395;6393317;0317.HK;CSSC OFFSHORE & MARINE ENG (GP) 'H';CN;Emerging;SMALL
6/18/2012;TW01RH;TW0001714004;6422642;1714.TW;Ho Tung Chemical;TW;Emerging;SMALL
6/18/2012;TW03C4;TW0002374006;6005184;2374.TW;Ability Enter;TW;Emerging;SMALL
6/18/2012;588663;TRAYAZIC91Q6;B03MZM9;YAZIC.IS;YAZICILAR HOLDING;TR;Emerging;SMALL
6/18/2012;TW10PF;TW0003060000;6609508;3060.TW;Min Aik;TW;Emerging;SMALL
6/18/2012;CN8C0J;HK0656038673;B1Z7FX0;;FOSUN INTERNATIONAL;CN;Emerging;STANDARD
6/18/2012;PL004E;PLTAURN00011;B5P7L41;TPE.WA;TAURON;PL;Emerging;STANDARD
6/18/2012;BR00RT;BRHYPEACNOR0;B2QY968;HYPE3.SA;Hypermarcas SA;BR;Emerging;STANDARD
6/18/2012;MY21BY;MYL8664OO004;6868774;SETI.KL;SP SETIA;MY;Emerging;STANDARD
6/18/2012;IN02MT;INE029A01011;6099723;BPCL.NS;Bharat Petroleum;IN;Emerging;STANDARD
6/18/2012;TW00B0;TW0003481008;B0CC0M5;3481.TW;Chimei Innolux Corp;TW;Emerging;STANDARD
6/18/2012;ID0094;ID1000058407;6230845;UNTR.JK;United Tractors Tbk PT;ID;Emerging;STANDARD
6/18/2012;TW06LG;TW0003474003;B071G30;3474.TW;Inotera;TW;Emerging;STANDARD
6/18/2012;TW1IPX;TW0008299009;6728469;8299.TWO;PHISON ELECTRONICS;TW;Emerging;STANDARD
6/18/2012;BR00AC;BRITSAACNPR7;2458771;ITSA4.SA;ITAUSA - INVESTIMENTOS ITAU SA;BR;Emerging;STANDARD
6/18/2012;CN40UX;CNE0000008Q1;6803719;200002.SZ;CHINA VANKE 'H';CN;Emerging;STANDARD
6/18/2012;TW033V;TW0002354008;6801779;2354.TW;Foxconn Tech;TW;Emerging;STANDARD
6/18/2012;656099;CNE1000002P4;6560995;2883.HK;CHINA OILFIELD SERVICES H;CN;Emerging;STANDARD
6/18/2012;CN0OCZ;CNE100000312;B0PH5N3;0489.HK;Dongfeng Group;CN;Emerging;STANDARD
6/18/2012;IN01HN;INE423A01024;B01VRK0;ADEL.NS;Adani Enterprise;IN;Emerging;STANDARD
6/18/2012;ID00KF;ID1000066004;6092498;AALI.JK;Astra Agro Lestari Tbk PT;ID;Emerging;STANDARD
6/18/2012;B03NGS;PLPKO0000016;B03NGS5;PKOB.WA;PKO BANK;PL;Emerging;STANDARD
6/18/2012;MY004O;MYL1295OO004;B012W42;PUBM.KL;Public Bank Bhd;MY;Emerging;STANDARD
6/18/2012;KR063K;KR7068270008;B0C5YV1;068270.KQ;Celltrion;KR;Emerging;STANDARD
6/18/2012;KR02O1;KR7004990008;6535432;004990.KS;Lotte Confec;KR;Emerging;STANDARD
6/18/2012;CO0022;COC04PA00016;B2473N4;ECO.CN;Ecopetrol SA;CO;Emerging;STANDARD
6/18/2012;MY008S;MYL3182OO002;B1VXJL8;GENT.KL;Genting Bhd;MY;Emerging;STANDARD
6/18/2012;CN8CM5;KYG2116M1015;B39Z8W4;;CHINA SHANSHUI CMT.GROUP;CN;Emerging;STANDARD
6/18/2012;TW02H8;TW0002204005;6191328;2204.TW;China Motor;TW;Emerging;STANDARD
6/18/2012;KR04O3;KR7028050003;6765239;028050.KS;Samsung Eng;KR;Emerging;STANDARD
6/18/2012;BR04NT;BRRENTACNOR4;B08K3S0;RENT3.SA;Localiza Rnt Car;BR;Emerging;STANDARD
6/18/2012;KR04IX;KR7021240007;6173401;021240.KS;WOONGJIN COWAY;KR;Emerging;STANDARD
6/18/2012;BR04KQ;BRPSSAACNOR7;B0498T7;PSSA3.SA;Porto Seguro;BR;Emerging;STANDARD
6/18/2012;KR05WC;KR7060980000;B3XF336;060980.KS;Mando;KR;Emerging;STANDARD
6/18/2012;KR00Q1;KR7034020008;6294670;034020.KS;Doosan Heavy Industries and Co;KR;Emerging;STANDARD
6/18/2012;KR068P;KR7071050009;6654586;071050.KS;Kr Inv Holdings;KR;Emerging;STANDARD
6/18/2012;PL001B;PLPZU0000011;B63DG21;PZU.WA;PZU GROUP;PL;Emerging;STANDARD
6/18/2012;TW05MG;TW0002915006;6758422;2915.TW;Ruentex Ind;TW;Emerging;STANDARD
6/18/2012;CN0098;CNE1000002Q2;6291819;0386.HK;China Petroleum & Chemical Cor;CN;Emerging;STANDARD
6/18/2012;KR17P8;KR7139480008;B682TF7;139480.KS;E-MART;KR;Emerging;STANDARD
6/18/2012;KR006H;KR7009540006;6446620;009540.KS;Hyundai Heavy Industries Co Lt;KR;Emerging;STANDARD
6/18/2012;BR04DJ;BRPCARACNPR0;B5VGS74;PCAR4.SA;CIA BRAS DE DISTRIBUICAO;BR;Emerging;STANDARD
6/18/2012;TW05B5;TW0002883006;6431756;2883.TW;CDIBH;TW;Emerging;STANDARD
6/18/2012;KR03N1;KR7010950004;6406055;010950.KS;S-Oil;KR;Emerging;STANDARD
6/18/2012;BR0013;BRPETRACNOR9;2682365;PETR3.SA;Petroleo Brasileiro SA;BR;Emerging;STANDARD
6/18/2012;IN06S3;INE115A01026;6101026;LICH.NS;LIC Housing;IN;Emerging;STANDARD
6/18/2012;KR04T8;KR7029780004;B1WQQ48;029780.KS;Samsung Card;KR;Emerging;STANDARD
6/18/2012;IN009E;INE397D01024;6442327;BRTI.NS;Bharti Airtel Ltd;IN;Emerging;STANDARD
6/18/2012;KR00R2;KR7004940003;6495042;004940.KS;Korea Exchange Bank;KR;Emerging;STANDARD
6/18/2012;486993;TRAISCTR91N2;B03MYS8;ISCTR.IS;TURKIYE IS BANKASI;TR;Emerging;STANDARD
6/18/2012;ZA002B;ZAE000006896;6777450;SOLJ.J;Sasol Ltd;ZA;Emerging;STANDARD
6/18/2012;MY00O8;MYL5148OO001;B3FKMY3;ULHB.KL;UEM Land Holdings Bhd;MY;Emerging;STANDARD
6/18/2012;EV013;RU0009046510;B5B9C59;CHMF.MM;SEVERSTAL;RU;Emerging;STANDARD
6/18/2012;PL10DO;PLJSW0000015;B6R2S06;JSW.WA;JSW;PL;Emerging;STANDARD
6/18/2012;CO00BB;COJ12PA00048;B000C92;CFV.CN;Corp Financiera Colombiana SA;CO;Emerging;STANDARD
6/18/2012;ET027;TREKOAL00014;B3LP189;KOZAL.IS;KOZA ALTIN ISLETMELERI;TR;Emerging;STANDARD
6/18/2012;TW04NG;TW0002609005;6987583;2609.TW;YMTC;TW;Emerging;STANDARD
6/18/2012;TW030S;TW0002347002;6868439;2347.TW;Synnex;TW;Emerging;STANDARD
6/18/2012;CN0043;CNE1000002L3;6718976;2628.HK;China Life Insurance Co Ltd;CN;Emerging;STANDARD
6/18/2012;635467;HK0639031506;6354671;0639.HK;SHOUGANG FUSHAN RESOURCES GRP;CN;Emerging;STANDARD
6/18/2012;CL001Y;CLP3880F1085;2771672;FAL.SN;SACI Falabella;CL;Emerging;STANDARD
6/18/2012;TW05VP;TW0003034005;6346333;3034.TW;NOVATEK Microele;TW;Emerging;STANDARD
6/18/2012;MY00CW;MYL2445OO004;6497446;KLKK.KL;Kuala Lumpur Kepong Bhd;MY;Emerging;STANDARD
6/18/2012;525606;PLBH00000012;5256068;BAHA.WA;HANDLOWY;PL;Emerging;STANDARD
6/18/2012;MY21K7;MYL5681OO001;6695938;PETR.KL;PETRONAS DAGANGAN;MY;Emerging;STANDARD
6/18/2012;TW004T;TW0002882008;6425663;2882.TW;Cathay Financial Holding Co Lt;TW;Emerging;STANDARD
6/18/2012;BR02KO;BRCSANACNOR6;B0P72G5;CSAN3.SA;COSAN SA INDUSTRIA E COMERCIO;BR;Emerging;STANDARD
6/18/2012;KR00NY;KR7035420009;6560393;035420.KS;NHN Corp;KR;Emerging;STANDARD
6/18/2012;KR05YE;KR7064420003;6518369;064420.KS;KP Chemical;KR;Emerging;STANDARD
6/18/2012;TW00QF;TW0002357001;6051046;2357.TW;Asustek Computer Inc;TW;Emerging;STANDARD
6/18/2012;TW001Q;TW0002330008;6889106;2330.TW;TSMC;TW;Emerging;STANDARD
6/18/2012;ID0083;ID1000111305;B3BQFC4;ADRO.JK;Adaro Energy Tbk PT;ID;Emerging;STANDARD
6/18/2012;MY22QE;MYL5186OO001;B3W5NN7;MHEB.KL;MALAYSIA MAR.& HVY.ENGR. HDG.;MY;Emerging;STANDARD
6/18/2012;IN00KP;INE129A01019;6133405;GAIL.NS;GAIL India Ltd;IN;Emerging;STANDARD
6/18/2012;MX003M;MXP370841019;2643674;GMEXICOB.MX;Grupo Mexico SAB de CV;MX;Emerging;STANDARD
6/18/2012;CN1I8Q;CNE100000BG0;B2R2ZC9;1766.HK;CSR H;CN;Emerging;STANDARD
6/18/2012;ZA00T2;ZAE000005443;6688068;PIKJ.J;PICK N PAY STORES;ZA;Emerging;STANDARD
6/18/2012;ID004Z;ID1000095003;6651048;BMRI.JK;Bank Mandiri Tbk PT;ID;Emerging;STANDARD
6/18/2012;CN247C;CNE000000SK7;6019011;900948.SS;INNER MONGOLIA YITAI COAL 'B';CN;Emerging;STANDARD
6/18/2012;KR013F;KR7000240002;6107422;000240.KS;Hankook Tire;KR;Emerging;STANDARD
6/18/2012;KR01AM;KR7000720003;6450988;000720.KS;Hyundai Eng&Con;KR;Emerging;STANDARD
6/18/2012;IN036E;INE522F01014;B4Z9XF5;COAL.NS;Coal India;IN;Emerging;STANDARD
6/18/2012;405180;TRAARCLK91H5;B03MP18;ARCLK.IS;ARCELIK;TR;Emerging;STANDARD
6/18/2012;EV014;RU0008926258;B5BHQP1;SNGS.MM;SURGUTNEFTEGAS;RU;Emerging;STANDARD
6/18/2012;BR00DF;BRGGBRACNPR8;2645517;GGBR4.SA;Gerdau SA;BR;Emerging;STANDARD
6/18/2012;490757;TRATUPRS91E8;B03MYT9;TUPRS.IS;TURKIYE PETROL RAFIN.;TR;Emerging;STANDARD
6/18/2012;HK00UV;BMG2113B1081;6535517;1193.HK;CHINA RESOURCES GAS GP.;CN;Emerging;STANDARD
6/18/2012;CN1B1C;CNE1000002T6;6013693;1055.HK;CHINA SOUTHERN AIRL.'H';CN;Emerging;STANDARD
6/18/2012;CL00PM;CLP9796J1008;2932220;CHT.SN;Vina Concha y Toro SA;CL;Emerging;STANDARD
6/18/2012;TW04XQ;TW0002801008;6187855;2801.TW;C.H.B;TW;Emerging;STANDARD
6/18/2012;BR02X1;BRECORACNOR8;B5720R0;ECOR3.SA;EcoRodovias Infr;BR;Emerging;STANDARD
6/18/2012;MY00I2;MYL3816OO005;6557997;MISC.KL;MISC Bhd;MY;Emerging;STANDARD
6/18/2012;CN0010;CNE1000002H1;B0LMTQ3;0939.HK;China Construction Bank Corp;CN;Emerging;STANDARD
6/18/2012;ZA20W7;ZAE000011953;6636421;NTCJ.J;NETCARE;ZA;Emerging;STANDARD
6/18/2012;IN0AT8;INE628A01036;B0L0W35;UNPO.BO;UNITED;IN;Emerging;STANDARD
6/18/2012;B04KNF;CNE1000001S0;B04KNF1;0753.HK;AIR CHINA H;CN;Emerging;STANDARD
6/18/2012;TW04RK;TW0002615002;6932334;2615.TW;Wanhai;TW;Emerging;STANDARD
6/18/2012;PH049J;PHY077751022;B5VJH76;BDO.PS;Banco de Oro Unibank Inc;PH;Emerging;STANDARD
6/18/2012;TW05KE;TW0002912003;6704986;2912.TW;President Chain;TW;Emerging;STANDARD
6/18/2012;ZA00NW;ZAE000024501;6755821;RMHJ.J;RMB Holdings Ltd;ZA;Emerging;STANDARD
6/18/2012;MY102N;MYL5183OO008;B5KQGT3;PCGB.KL;PETRONAS CHEMICALS GP.;MY;Emerging;STANDARD
6/18/2012;ID00RM;ID1000107709;6315344;CPIN.JK;Charoen Pokphand Indonesia Tbk;ID;Emerging;STANDARD
6/18/2012;KR04YD;KR7032640005;6290902;032640.KS;LG Uplus;KR;Emerging;STANDARD
6/18/2012;BR05AH;BRTOTSACNOR8;B10LQP6;TOTS3.SA;Totvs;BR;Emerging;STANDARD
6/18/2012;ZA00AJ;ZAE000018123;6280215;GFIJ.J;Gold Fields Ltd;ZA;Emerging;STANDARD
6/18/2012;TW05D7;TW0002887007;6451680;2887.TW;Taishin Fhc;TW;Emerging;STANDARD
6/18/2012;BR046C;BRMULTACNOR5;B23DZG0;MULT3.SA;MULTIPLAN;BR;Emerging;STANDARD
6/18/2012;B0N6YC;TREVKFB00019;B0N6YC4;VAKBN.IS;TURK. VAKIFLAR BANKASI;TR;Emerging;STANDARD
6/18/2012;CL0096;CLP256251073;2174312;CAP.SN;CAP SA;CL;Emerging;STANDARD
6/18/2012;CN0P6U;CNE1000001Y8;6707899;2357.HK;AVICHINA INDUSTRY & TECHNOLOGY 'H';CN;Emerging;STANDARD
6/18/2012;732015;HU0000061726;7320154;OTPB.BU;OTP BANK;HU;Emerging;STANDARD
6/18/2012;PH045F;PHY806761029;B068DB9;SM.PS;SM Investments Corp;PH;Emerging;STANDARD
6/18/2012;MY00G0;MYL4863OO006;6868398;TLMM.KL;Telekom Malaysia Bhd;MY;Emerging;STANDARD
6/18/2012;ZA00DM;ZAE000012084;6801575;SHPJ.J;Shoprite Holdings Ltd;ZA;Emerging;STANDARD
6/18/2012;IN06U5;INE326A01037;6143761;LUPN.NS;Lupin Ltd;IN;Emerging;STANDARD
6/18/2012;ZA00IR;ZAE000066692;B09C0Z1;APNJ.J;Aspen Pharmacare Holdings Ltd;ZA;Emerging;STANDARD
6/18/2012;CN00FE;CNE100000528;B1JNK84;1898.HK;China Coal Energy Co Ltd;CN;Emerging;STANDARD
6/18/2012;TW00LA;TW0001402006;6331470;1402.TW;Far Eastern New Century Corp;TW;Emerging;STANDARD
6/18/2012;KR03ZD;KR7012750006;6180230;012750.KS;S1 Corp;KR;Emerging;STANDARD
6/18/2012;IN098M;INE020B01018;B2Q7WL3;RURL.NS;Rural Electrif;IN;Emerging;STANDARD
6/18/2012;608039;CNE1000001W2;6080396;0914.HK;ANHUI CONCH CEMENT H;CN;Emerging;STANDARD
6/18/2012;KR01W8;KR7002380004;6490917;002380.KS;KCC;KR;Emerging;STANDARD
6/18/2012;IN006B;INE009A01021;6205122;INFY.NS;Infosys Ltd;IN;Emerging;STANDARD
6/18/2012;CN0054;CNE100000205;B0B8Z29;3328.HK;Bank of Communications Co Ltd;CN;Emerging;STANDARD
6/18/2012;B058ZV;TRECOLA00011;B058ZV4;CCOLA.IS;COCA COLA ICECEK;TR;Emerging;STANDARD
6/18/2012;BR10SV;BRAEDUACNOR9;2796084;AEDU3.SA;ANHANGUERA EDU PARTICIPACOES;BR;Emerging;STANDARD
6/18/2012;IN0B9P;INE256A01028;6188535;ZEE.NS;Zee Entrtainment;IN;Emerging;STANDARD
6/18/2012;607355;HK0941009539;6073556;0941.HK;China Mobile Ltd.;CN;Emerging;STANDARD
6/18/2012;TW005U;TW0002498003;6510536;2498.TW;HTC Corp;TW;Emerging;STANDARD
6/18/2012;TW05GA;TW0002890001;6525875;2890.TW;SinoPac Fin. Ho.;TW;Emerging;STANDARD
6/18/2012;KR05O4;KR7047050000;6344274;047050.KS;Daewoo Internati;KR;Emerging;STANDARD
6/18/2012;KR067O;KR7069960003;6568610;069960.KS;Hyundai Dept;KR;Emerging;STANDARD
6/18/2012;BR02Z3;BRENBRACNOR2;B0D7494;ENBR3.SA;EDP Brasil;BR;Emerging;STANDARD
6/18/2012;681001;HK0363006039;6810010;0363.HK;Shanghai Industrial Holdings L;CN;Emerging;STANDARD
6/18/2012;CN00DC;CNE1000001Q4;B1W0JF2;0998.HK;China Citic Bank Corp Ltd;CN;Emerging;STANDARD
6/18/2012;IN0ACR;INE280A01028;6139340;TITN.NS;Titan Industries;IN;Emerging;STANDARD
6/18/2012;B0L911;PLPGNIG00014;B0L9113;PGNI.WA;POLISH OIL AND GAS;PL;Emerging;STANDARD
6/18/2012;IN050A;INE860A01027;6294896;HCLT.NS;HCL Technologies;IN;Emerging;STANDARD
6/18/2012;KR02T6;KR7138930003;B3S98W7;138930.KS;BS FINANCIAL GROUP INC.;KR;Emerging;STANDARD
6/18/2012;CN0Q2R;CNE1000002N9;B0Y91C1;3323.HK;China National;CN;Emerging;STANDARD
6/18/2012;CN1IDV;CNE100000X44;B4Q1Y57;3618.HK;CHONGQING RUR.COML.BK. 'H';CN;Emerging;STANDARD
6/18/2012;KR18J3;KR7005381009;6451022;005385.KS;HYUNDAI MOTOR PF.;KR;Emerging;STANDARD
6/18/2012;CL0041;CLP3710M1090;2299356;END.SN;Empresa Nacional de Electricid;CL;Emerging;STANDARD
6/18/2012;BR00TV;BRCMIGACNPR3;B1YBRG0;CMIG4.SA;Cia Energetica de Minas Gerais;BR;Emerging;STANDARD
6/18/2012;ZA20DO;ZAE000058517;B038WK4;SPPJ.J;SPAR GROUP;ZA;Emerging;STANDARD
6/18/2012;IN092G;INE036A01016;6099853;RLIN.NS;Reliance;IN;Emerging;STANDARD
6/18/2012;IN00EJ;INE001A01036;6171900;HDFC.NS;Housing Development Finance Co;IN;Emerging;STANDARD
6/18/2012;ZA00KT;ZAE000071080;B0J4PP2;TBSJ.J;Tiger Brands Ltd;ZA;Emerging;STANDARD
6/18/2012;CN1AU4;CNE1000003J5;6005504;0177.HK;JIANGSU EXPRESSWAY H;CN;Emerging;STANDARD
6/18/2012;EV015;RU0009033591;B59BXN2;TATN.MM;TATNEFT;RU;Emerging;STANDARD
6/18/2012;TW1APP;KYG898431096;B5T7VM5;3673.TW;TPK HOLDING;TW;Emerging;STANDARD
6/18/2012;TW08JG;TW0009904003;6696157;9904.TW;Pou Chen;TW;Emerging;STANDARD
6/18/2012;BR02JN;BRCPLEACNPB9;2200154;CPLE6.SA;COPEL - CIA PR DE ENERGIA;BR;Emerging;STANDARD
6/18/2012;IN06W7;INE101A01026;6100186;MAHM.NS;Mahindra;IN;Emerging;STANDARD
6/18/2012;619615;HK0267001375;6196152;0267.HK;CITIC Pacific Ltd.;CN;Emerging;STANDARD
6/18/2012;MY103O;MYL5099OO006;B03J9L7;AIRA.KL;AIRASIA;MY;Emerging;STANDARD
6/18/2012;TW02G7;TW0002201001;6988597;2201.TW;Yulon Motor;TW;Emerging;STANDARD
6/18/2012;TW080X;TW0006239007;6599676;6239.TW;PTI;TW;Emerging;STANDARD
6/18/2012;IN00LQ;INE268A01049;B13TC37;STRL.NS;Sterlite Industries India Ltd;IN;Emerging;STANDARD
6/18/2012;TW1IAI;TW0006121007;6421928;6121.TWO;SIMPLO TECHNOLOGY;TW;Emerging;STANDARD
6/18/2012;TW052W;TW0002834009;6098816;2834.TW;Twn Biz Bank;TW;Emerging;STANDARD
6/18/2012;KR00U5;KR7023530009;B0WGPZ5;023530.KS;Lotte Shopping Co Ltd;KR;Emerging;STANDARD
6/18/2012;TW03KC;TW0002392008;6175667;2392.TW;Cheng Uei;TW;Emerging;STANDARD
6/18/2012;BR00KM;BRCCROACNOR2;2840970;CCRO3.SA;CCR - CIA DE CONCESSOES ROD.;BR;Emerging;STANDARD
6/18/2012;IN08AN;INE140A01024;B058J56;PIRA.NS;Piramal Health;IN;Emerging;STANDARD
6/18/2012;IN0038;INE213A01029;6139362;ONGC.NS;Oil & Natural Gas Corp Ltd;IN;Emerging;STANDARD
6/18/2012;EV020;RU0009024277;B59SNS8;LKOH.MM;LUKOIL;RU;Emerging;STANDARD
6/18/2012;BR10TW;BRCESPACNPB4;B17MHG0;CESP6.SA;CESP;BR;Emerging;STANDARD
6/18/2012;TW02WN;TW0002337003;6574101;2337.TW;Macronix;TW;Emerging;STANDARD
6/18/2012;KR02S5;KR7139130009;B68N347;139130.KS;DGB FINANCIAL GROUP;KR;Emerging;STANDARD
6/18/2012;CN1044;CNE100000171;6742340;1066.HK;Weigao Group;CN;Emerging;STANDARD
6/18/2012;CN0087;CNE100000Q43;B60LZR6;1288.HK;Agricultural Bank of China Ltd;CN;Emerging;STANDARD
6/18/2012;498674;TRAYKBNK91N6;B03MZJ6;YKBNK.IS;YAPI VE KREDI BANKASI;TR;Emerging;STANDARD
6/18/2012;MY005P;MYL5347OO009;6904612;TENA.KL;Tenaga Nasional Bhd;MY;Emerging;STANDARD
6/18/2012;526325;PLKGHM000017;5263251;KGHM.WA;KGHM;PL;Emerging;STANDARD
6/18/2012;MY22MA;MYL5014OO005;6188193;MAHB.KL;MALAYSIA AIRPORTS HDG.;MY;Emerging;STANDARD
6/18/2012;MX001K;MXP001691213;2667470;AMXL.MX;America Movil SAB de CV;MX;Emerging;STANDARD
6/18/2012;TW006V;TW0002454006;6372480;2454.TW;MediaTek Inc;TW;Emerging;STANDARD
6/18/2012;IN04Y7;INE038A01020;B0GWF48;HALC.NS;Hindalco;IN;Emerging;STANDARD
6/18/2012;BR02OS;BRCYREACNOR7;2189855;CYRE3.SA;Cyrela Braz Rlty;BR;Emerging;STANDARD
6/18/2012;EV021;RU000A0J2Q06;B59SS16;ROSN.MM;ROSNEFT;RU;Emerging;STANDARD
6/18/2012;BR03JO;BRHGTXACNOR9;B010V16;HGTX3.SA;CIA HERING;BR;Emerging;STANDARD
6/18/2012;ZA20KV;ZAE000081949;B17BBR6;INLJ.J;INVESTEC;ZA;Emerging;STANDARD
6/18/2012;ZA00EN;ZAE000117321;6100089;BVTJ.J;Bidvest Group Ltd;ZA;Emerging;STANDARD
6/18/2012;KR001C;KR7024110009;6462972;024110.KS;Industrial Bank of Korea;KR;Emerging;STANDARD
6/18/2012;HK0034;HK1828040670;B284BK4;1828.HK;DAH CHONG HONG HOLDINGS;CN;Emerging;STANDARD
6/18/2012;KR035J;KR7006360002;6537096;006360.KS;GS E&C;KR;Emerging;STANDARD
6/18/2012;BR03SX;BRLAMEACNPR6;2516710;LAME4.SA;Lojas Americanas;BR;Emerging;STANDARD
6/18/2012;KR026J;KR7003450004;6497888;003450.KS;HYUNDAI SEC;KR;Emerging;STANDARD
6/18/2012;PH04JT;PHY2088F1004;6272483;DMC.PS;DMCI Holdings Inc;PH;Emerging;STANDARD
6/18/2012;KR02XA;KR7005830005;6155937;005830.KS;Dongbu Insurance;KR;Emerging;STANDARD
6/18/2012;EW059;PLPGER000010;B544PW9;PGEP.WA;PGE;PL;Emerging;STANDARD
6/18/2012;BR206A;BRRADLACNOR0;B7FQV64;RADL3.SA;RAIA DROGASIL ON;BR;Emerging;STANDARD
6/18/2012;CL00C9;CLP3615W1037;2309255;COL.SN;Colbun SA;CL;Emerging;STANDARD
6/18/2012;ZA00GP;ZAE000070660;B0L6750;SLMJ.J;Sanlam Ltd;ZA;Emerging;STANDARD
6/18/2012;MY003N;MYL4197OO009;B29TTR1;SIME.KL;Sime Darby Bhd;MY;Emerging;STANDARD
6/18/2012;TR106R;TREEGYO00017;B586565;EKGYO.IS;EMLAK KONUT GAYRIMENKUL YATIRI;TR;Emerging;STANDARD
6/18/2012;BR02NR;BRCTIPACNOR2;B55DVB6;CTIP3.SA;CETIP;BR;Emerging;STANDARD
6/18/2012;KR007I;KR7012330007;6449544;012330.KS;Hyundai Mobis;KR;Emerging;STANDARD
6/18/2012;BR008A;BRCSNAACNOR6;B019KX8;CSNA3.SA;Cia Siderurgica Nacional SA;BR;Emerging;STANDARD
6/18/2012;MY00M6;MYL3336OO004;6455217;IJMS.KL;IJM Corp BHD;MY;Emerging;STANDARD
6/18/2012;740536;TREENKA00011;B03MS64;ENKAI.IS;ENKA INSAAT;TR;Emerging;STANDARD
6/18/2012;CN1IBT;CNE100000X85;B544N70;1157.HK;Zoomlion H;CN;Emerging;STANDARD
6/18/2012;BR0024;BRVALEACNOR0;2196286;VALE3.SA;Vale SA;BR;Emerging;STANDARD
6/18/2012;KR00DO;KR7003550001;6537030;003550.KS;LG Corp;KR;Emerging;STANDARD
6/18/2012;PH046G;PHY8076N1120;6818843;SMPH.PS;SM Prime Holdings Inc;PH;Emerging;STANDARD
6/18/2012;CN00CB;CNE1000009Q7;B2Q5H56;2601.HK;China Pacific Insurance Group;CN;Emerging;STANDARD
6/18/2012;TW035X;TW0002356003;6459930;2356.TW;Inventec Corp;TW;Emerging;STANDARD
